	title	subtitle	level	links
311	Nutrition & Santé	Retour aux fondamentaux - Ne te fie pas : vérifie !	Niveau 3	{'Dr S. Baker (2022). What does the sc. lit. about the carnivore diet say?': 'https://twitter.com/SBakerMD/status/1602704851057934337?s=20&t=yBRTXmQgaWEi1djlH68MJQ', 'Dr Cate Shanahan (2022). Deep Nutrition. Saifedean Ammous podcast': 'https://www.youtube.com/watch?v=7_0nopuEN3k&list=PL_nQ8kZARIe01xBNJTi2YujKSXCJQ_Sf4&index=47', 'Dr Benjamin Bikman (2022). Why we get sick. Saifedean Ammous podcast': 'https://www.youtube.com/watch?v=UHANGHWqE7A&list=PL_nQ8kZARIe01xBNJTi2YujKSXCJQ_Sf4&index=28', 'R. Negri (2022). Treating Depression w/ Psychedelics & BTC. Rapid-Fire': 'https://www.youtube.com/watch?v=jvYq0qVmY-M', 'Jordan Peterson (2022). On Rules for Life, Psychedelics, The Bible, and Much More - The Tim Ferris Show': 'https://www.youtube.com/watch?v=C1sEHNw4UIg'}
312	Droits & Libertés	Bitcoin : une chance pour les Droits de l'Homme	Niveau 1	{'Yorick de Mombynes (2022). Bitcoin, une chance pour les droits de l’homme. La Chronique d’Amnesty International': 'https://yorickdem.medium.com/bitcoin-une-chance-pour-les-droits-de-lhomme-571f8cced00', 'David Zell (2022). 21 Human Rights Leaders Urge Congress to Learn About Bitcoin. Bitcoin Policy Institute': 'https://uploads-ssl.webflow.com/627aa615676bdd1d47ec97d4/636547bc06461825ef584365_BPI%20Comment%20to%20Treasury%20.pdf', 'Human Rights Foundation (2020). Why Bitcoin matters for human rights': 'https://www.youtube.com/watch?v=KG0Q05Lnm7s'}
313	Droits & Libertés	Bitcoin : une chance pour les Droits de l'Homme	Niveau 2	"{'Hal Finney (1993). Digital Cash & Privacy': 'https://nakamotoinstitute.org/digital-cash-and-privacy/', 'A. Posch (2023). How Bitcoin Enforces Human Rights. Bitcoin for Fairness': 'https://www.youtube.com/watch?v=AXLiwrrk3sk', ""A. Posch (2023). Contre Le Système Corruptible Du Fiat, Le Bitcoin Fait Respecter Les Droits Universels De L'homme. European Bitcoiners"": 'https://europeanbitcoiners.com/contre-le-systeme-corruptible-du-fiat-le-bitcoin-fait-respecter-les-droits-universels-de-lhomme/', ""Alex Gladstein (2022) - Bitcoin is a Trojan Horse for freedom dressed up as a 'get-rich-quick scheme'. Lex Fridman Podcast"": 'https://twitter.com/DocumentingBTC/status/1564590523092008961?s=20&t=GPDGgbQZ-mUXHPyD7NZIDQ'}"
314	Droits & Libertés	Bitcoin : une chance pour les Droits de l'Homme	Niveau 3	{'Collective of 21 Human Rights activists (2022). Letter in Support of Responsible Crypto Policy. Financial Inclusion.tech': 'https://www.financialinclusion.tech/', 'Alex Gladstein (2022). Financial Privilege. Bitcoin Fixes This #88': 'https://www.youtube.com/watch?v=NFZlWLQY8TU'}
315	Droits & Libertés	Bitcoin : la monnaie Liberté !	Niveau 1	{'Tomer Strolight (2021). 3. Pourquoi choisir Bitcoin ?': 'https://btctouchpoint.com/fr/3-pourquoi-choisir-bitcoin/', 'Friedrich Hayek (1976) - What we now need is a Free Money Movement comparable to the Free Trade Movement of the 19th century.': 'https://twitter.com/TuurDemeester/status/1614293975254310912?s=20&t=_IDwrZoY_CBjxxhPfNIHVw', 'A. Stachtchenko (2022). Bitcoin comme source de liberté - Quel avenir pour Bitcoin ? Liber-Thé': 'https://www.youtube.com/watch?v=qDRqbG-VLDM&t=1147s', 'Yorick de Mombynes (2021). Bitcoin et la liberté. Liber-thé': 'https://www.liber-the.com/yorick-de-mombynes/', 'Yorick de Mombynes (2023). Bitcoin et la liberté. Bitcoin.fr': 'https://www.youtube.com/watch?v=pICg8T596Xk', 'Richard (2022). Separate ft. Jack Mallers': 'https://www.youtube.com/watch?v=0XSG_m8YQIM&list=PLj9lDruPFtBljCFcLcoD3bd5pGUGmHZWV&index=8', 'Shannen Michaela (2023) - CBDCs are the biggest threat to our freedom. Find out why in <2 min.': 'https://twitter.com/ShannenPill/status/1660360927114321923'}
316	Droits & Libertés	Bitcoin : la monnaie Liberté !	Niveau 2	"{'Robert F Kennedy Jr\xa0 (2022). Keynote - Bitcoin 2023. Bitcoin Magazine': 'https://www.youtube.com/watch?v=fz7FPl065II', ""Alexandre Stachtchenko (2023). Nos libertés sont attaquées et tout le monde s'en f***. GAC"": 'https://www.youtube.com/watch?v=cwqJOl3yan8', 'Yves Bennaïm (2022). Sécurité vs. Liberté dans Un referendum en Suisse sur Bitcoin. GAC': 'https://www.youtube.com/watch?v=uWiKT_CjoDY', ""Alex Gladstein (2022) - Bitcoin is a Trojan Horse for freedom dressed up as a 'get-rich-quick scheme'. Lex Fridman Podcast #231"": 'https://twitter.com/DocumentingBTC/status/1564590523092008961?s=20&t=GPDGgbQZ-mUXHPyD7NZIDQ', 'Odell (2023) - Bitcoin is Freedom money': 'https://twitter.com/PrinceySOV/status/1618897103996207104?s=20&t=KR0TdMxK-ri2Z7ZOsDYQQg', 'Gigi (2023) - Freedom Money - Episode 1. Bitcoin Magazine': 'https://www.youtube.com/watch?v=6Tr4-DL1c1s', 'Gigi (2022) - A cashless society is an unfree society.': 'https://twitter.com/dergigi/status/1561931521702985728?s=20&t=OQymrDIXCxCAvQAZi_NH8w', 'Max de Marco (2023). The Silent Bitcoin Revolution Of Africa': 'https://www.youtube.com/watch?v=d5AvBsxRMYk', 'Human Rights Foundation (2023). Fighting Back Against Mon. Colonialism': 'https://www.youtube.com/watch?v=r898rA4FV50', 'Alex Gladstein (2023). Bitcoin is Freedom Money. Bitcoin Rapid-Fire': 'https://www.youtube.com/watch?v=k2lKvmmg-2U'}"
317	Droits & Libertés	Bitcoin : la monnaie Liberté !	Niveau 3	{'Parker Lewis (2020) - Bitcoin is a Rally Cry': 'https://unchained.com/blog/bitcoin-is-a-rally-cry/', 'Beautyon (2018) - Why America Can’t Regulate Bitcoin': 'https://archive.ph/yAOwZ#selection-1181.0-1181.34'}
318	Droits & Libertés	Droits, libertés, et responsabilités !	Niveau 1	"{'Mr Davidson (2023) - Pro-Bitcoin US Congressman: ""Sound money is essential for defending freedom.""': 'https://twitter.com/BitcoinMagazine/status/1645797473737400325', 'Alexandre Stachtchenko (2022). Bitcoin comme source de liberté - Quel avenir pour Bitcoin ? Liber-Thé': 'https://www.youtube.com/watch?v=qDRqbG-VLDM&t=1147s', 'Robert Breedlove (2022) - Free market capitalism is the only system that is truly respectful of human nature, dignity, and rationality.': 'https://twitter.com/Breedlove22/status/1623317290392469505?s=20&t=dc3XwQQJrFMpp4ZWG8sl8w'}"
319	Droits & Libertés	Droits, libertés, et responsabilités !	Niveau 2	"{""Alex Gladstein (2022) - Bitcoin is a Trojan Horse for freedom dressed up as a 'get-rich-quick scheme'. Lex Fridman Podcast #231"": 'https://twitter.com/DocumentingBTC/status/1564590523092008961?s=20&t=GPDGgbQZ-mUXHPyD7NZIDQ', 'Odell (2023) - Bitcoin is Freedom money': 'https://twitter.com/PrinceySOV/status/1618897103996207104?s=20&t=KR0TdMxK-ri2Z7ZOsDYQQg', 'Gigi (2022) - A cashless society is an unfree society.': 'https://twitter.com/dergigi/status/1561931521702985728?s=20&t=OQymrDIXCxCAvQAZi_NH8w', 'Jimmy Song (2022) - The Fiat Reality Of Real Estate - Bitcoin Songsheet': 'https://www.youtube.com/watch?v=0PQMchDRLW4', 'Thomas Fahrer (2023) - Bitcoin and the Marketplace of Ideas: How Bitcoin Embodies Free Speech. Apollo': 'https://learn.heyapollo.com/blog/bitcoin-and-the-marketplace-of-ideas-how-bitcoin-embodies-free-speech'}"
320	Droits & Libertés	Droits, libertés, et responsabilités !	Niveau 3	"{'Alex Gladstein (2022) - Lutter Contre Le Colonialisme Monétaire Avec Un Code Source Ouvert. European Bitcoiner': 'https://europeanbitcoiners.com/lutter-contre-le-colonialisme-monetaire-avec-un-code-source-ouvert/', 'Gigi (2022) - Droits de Propriété Inaliénables. European Bitcoiner': 'https://europeanbitcoiners.com/droits-de-propriete-inalienables/', ""Robert Breedlove (2020) - Maîtres et Esclaves de L'argent. European Bitcoiner"": 'https://europeanbitcoiners.com/maitres-et-esclaves-de-largent/'}"
321	Droits & Libertés	Vie privée	Niveau 1	"{'A. Stachtchenko (2022). Surveillance : Quel avenir pour Bitcoin ? Liber-Thé': 'https://www.youtube.com/watch?v=qDRqbG-VLDM&t=1432s', 'Sen. C. Lummis (2023). Do you distrust the American people so much...': 'https://twitter.com/SenLummis/status/1616492867479797779?s=20&t=h2XZ0bROs_4gdG19IR5uIw', 'Alan Watts (1967). A warning for us... Part 1   Part 2': 'https://twitter.com/Jacques_BTC/status/1633389475526066176?s=20', 'Privacy is normal': 'https://btctouchpoint.com/wp-content/uploads/2023/01/Privacy-is-normal.png', ""Daniel Lacalle (2023). One of the biggest risk for 2023-2024 is Central Banks' digital currencies"": 'https://twitter.com/dlacalle_IA/status/1615036230680313860?s=20&t=GAe6swNEnE_d2spad0rfGA', 'L. von Mises (1944). Private property is inextricably linked with civilization': 'https://twitter.com/TuurDemeester/status/1619010191026159616?s=20&t=qgE7KjfHvhP5vFhCe2oKnA'}"
322	Droits & Libertés	Vie privée	Niveau 2	"{""T. C. May (1992). Manifeste Crypto-Anarchiste - L'entonnoir du Bitcoin, DB"": 'https://www.theyliewedie.org/ressources/biblio/fr/C.May_Timothy_-_Le_manifeste_crypto_anarchiste.html', 'Gigi (2022) - Liberté et Confidentialité. European Bitcoiner': 'https://europeanbitcoiners.com/liberte-et-confidentialite/', 'Gigi (2022) - True Names Not Required': 'https://dergigi.com/2020/07/21/true-names-not-required/', 'Eric Bothorel (2023). Préservons le pseudonymat sur les internets.': 'https://twitter.com/ebothorel/status/1620668419581296641?s=20&t=ZMWOf2YVUmhwtzJShlxV2A', 'Tom Redmond (2023). The $8.6 Billion Startup That Helps Governments Trace Crypto. Bloomberg': 'https://www.bloomberg.com/news/articles/2022-09-21/crypto-tracer-chainalysis-busts-bitcoin-btc-anonymity', 'Thomas Semaan (2023). The Ethics Of Mixing': 'https://bitcoinnews.com/the-ethics-of-mixing/'}"
323	Droits & Libertés	Vie privée	Niveau 3	{'David D. Friedman (2005) - The Case for Privacy': 'https://nakamotoinstitute.org/the-case-for-privacy/', 'Natalie Smolenski et Dan Held (2020) - Why the U.S. Should Reject Central Bank Digital Currencies (CBDCs). Bitcoin Policy Institute': 'https://uploads-ssl.webflow.com/627aa615676bdd1d47ec97d4/63323238ea73aa551a769b5b_BPI%20CBDC%20Paper%20.pdf', 'Janine Roem (2023). Freedom Money. Bitcoin Magazine Studios': 'https://www.youtube.com/watch?v=xTfY5TjuN2A', 'Christopher Allen (2016) - The Path to Self-Sovereign Identity': 'https://www.coindesk.com/markets/2016/04/27/the-path-to-self-sovereign-identity/'}
324	Politique	Bitcoin : aspiration et positionnement  politique	Niveau 1	{'Aymeric Labedan (2020). Qu’est-ce que le mouvement libertarien, fer de lance politique du Bitcoin ? Cryptoast': 'https://cryptoast.fr/mouvement-libertarien-fer-de-lance-politique-du-bitcoin/'}
325	Politique	Bitcoin : aspiration et positionnement  politique	Niveau 2	"{'Hal Finney (1994). Politics vs Technology. Satoshi Nakamoto Institute': 'https://nakamotoinstitute.org/politics-vs-technology/', ""T. C. May (1992). Manifeste Crypto-Anarchiste - L'entonnoir du Bitcoin, DB"": 'https://decouvrebitcoin.com/la-librairie/articles/article-manifeste-crypto-anarchiste/', ""J.P Barlow (1996). Déclaration d'indépendance du cyberspace - DB"": 'https://decouvrebitcoin.com/la-librairie/articles/article-declaration-dindependance-du-cyberespace/', ""E. Hughes(1993). Manifeste d'un cypherpunk - Découvre Bitcoin"": 'https://decouvrebitcoin.com/la-librairie/articles/article-le-manifeste-dun-cypherpunk/', 'Yorick de Mombynes (2022). Bitcoin - vers une scission entre pouvoir politique et monétaire. Réelle possibilité ou fantasme ? GAC': 'https://www.youtube.com/watch?v=n1LoVsG_fIQ', 'Yorick de Mombynes (2022). Dépolitiser la monnaie': 'https://www.youtube.com/watch?v=DX8JorPfXn4', 'Yorick de Mombynes (2022). Les Libéraux et le Bitcoin. Cercle Frédéric Bastiat': 'https://www.youtube.com/watch?v=a-72AAuHU-o', 'Yves Bennaïm (2022). Un référendum en Suisse sur Bitcoin! GAC.': 'https://www.youtube.com/watch?v=uWiKT_CjoDY'}"
326	Politique	Bitcoin : aspiration et positionnement  politique	Niveau 3	"{'M. N. Rothbard (1963). What Has Gov. Done To Our Money. Mises Institute': 'https://nakamotoinstitute.org/static/docs/what-has-government-done-to-our-money.pdf', 'Anatomy of the State: A film based on the book by Murray Rothbard': 'https://www.anatomystatefilm.com/', 'H-H Hoppe (1990). Banking, Nation States, and Intal. Politics: A Sociological Reconstruction of the Present Economic Order. Nakamoto\xa0 Institute': 'https://nakamotoinstitute.org/banking-nation-states-and-international-politics/', 'Faune Radio (2023). Aux origines politiques de Bitcoin : Autrichiens et Cypherpunks dans Bitcoin Politiquement': 'https://www.youtube.com/watch?v=D4ObwhTsAko&t=227s', 'Faune Radio (2023). Le positionnement politique de Bitcoin dans Bitcoin Politiquement': 'https://www.youtube.com/watch?v=D4ObwhTsAko&t=1203s', ""Buck o Perley (2022). How Satoshi Nakamoto and Bitcoin mirror the United States' founding principles. Bitcoin Magazine"": 'https://bitcoinmagazine.com/culture/how-satoshi-mirrors-u-s-principles'}"
327	Politique	Bitcoin s'invite dans le débat politique	Niveau 1	"{'Warren Davidson (2023). US Congressman Warren Davidson: ""We have ""a rigged system of money"". Bitcoin Magazine': 'https://twitter.com/BitcoinMagazine/status/1628076930124722183?s=20', 'Denis Porter (2023). Mississippi Senate hearing on the benefits of bitcoin for the environment, tax payers, and local economy went 30 min overtime because of interest by Senators!': 'https://twitter.com/DocumentingBTC/status/1616443135084662784?s=20&t=aort_55kDGN_INjniczZqw', 'Joe Consorti (2023). Hillary Clinton is afraid of Bitcoin.': 'https://twitter.com/ydemombynes/status/1647233630882656257', 'Senator Cruz (2023). US Senator introduces bill to have all restaurants and vending machines in Congress buildings accept. Bitcoin Magazine': 'https://www.congress.gov/congressional-record/volume-169/issue-16/senate-section/article/S103-3', 'Senator Cruz (2023). I am incredibly bullish on Bitcoin': 'https://twitter.com/saylor/status/1651418736123944960', 'David Zell (2022). 21 Human Rights Leaders Urge Congress to Learn About Bitcoin. Bitcoin Policy Institute.': 'https://www.btcpolicy.org/articles/human-rights-leaders-urge-congress-to-learn-about-bitcoin', 'Tom Emmer (2023). US Congressman: ""Bitcoin and crypto restore liberty and choice to individuals"". Bitcoin Magazine': 'https://twitter.com/BitcoinMagazine/status/1617563624276623363?s=20&t=S1O_-t6sCx8PL6sH6w5K4A', ""Justin Trudeau (2023). Criticizing Poilievre's recommendation to opt out with Bitcoin"": 'https://twitter.com/FreedomMaxima/status/1619372465226133504?s=20&t=uJze-TdkzTiSScfTV_DjKg'}"
328	Politique	Bitcoin s'invite dans le débat politique	Niveau 2	"{'BTCCASEY (2023). Arizona senator introduces bill to make Bitcoin legal tender in the State. Bitcoin Magazine': 'https://bitcoinmagazine.com/legal/arizona-bitcoin-legal-tender-bill-introduced', 'Yves Bennaïm (2022). Bitcoin politique ou apolitique dans Un referendum en Suisse sur Bitcoin. GAC Une votation en Suisse sur la crypto dans Un referendum en Suisse sur Bitcoin. GAC': 'https://www.youtube.com/watch?v=uWiKT_CjoDY&t=510s', ""C. de Beukelaer (2022). Bitcoin s'infiltre au parlement Belge. GAC"": 'https://www.youtube.com/watch?v=Zn1sv8Meml0', ""P. Person, C. de Beukelaer, JM. Cambacérès (2022). Quelle place pour Bitcoin dans le débat politique ? Surfin'Bitcoin"": 'https://www.youtube.com/watch?v=kbJ29g6dM2Y&t=927s', 'Documenting Bitcoin (2023). How Bitcoin mining is a net positive: A testimony in front of the U.S Congress': 'https://twitter.com/DocumentingBTC/status/1618329513053810692?s=20&t=lnXuqL6xjS1ec0XI6Ei6EQ', 'U.S. House Committee on Financial Services (2022). ""Most importantly, digital assets, and their related mining activities, are essential to the economic future of the United States""': 'https://twitter.com/DocumentingBTC/status/1618329519160700935?s=20&t=r1b0w2QqgIGs4FvKgmI5Aw', 'US Senator Cynthia M Lummis (2023). ""Don\'t judge #Bitcoin mining as an energy bad guy, there\'s a lot of innovation going on that proves otherwise""': 'https://twitter.com/DocumentingBTC/status/1618343219984756738?s=20&t=Zsfa1RtKCGoWpo_4IWVOUw', 'Cynthia M Lummis (2022). ""Josh Mandel is pro Bitcoin and digital assets [...] a conservative former State Treasurer who has run the numbers. He’s the ally we need to restore fiscal sanity.""': 'https://twitter.com/CynthiaMLummis/status/1514988732771827718?s=20&t=Zsfa1RtKCGoWpo_4IWVOUw', 'US Senator Cynthia M Lummis (2023). ""Bitcoin is saving lives""': 'https://twitter.com/DocumentingBTC/status/1512838433626112006?s=20&t=Zsfa1RtKCGoWpo_4IWVOUw', 'Bitcoin Today Coalition (2023). Miners, SPs, entrepreneurs met with Democratic and Republican Senate/House offices to teach about Bitcoin...': 'https://twitter.com/BTC_Coalition/status/1651681867114979328'}"
329	Politique	Recueillant des soutiens au plus niveau  Bitcoin s'enracine...	Niveau 1	"{'Bitcoin Archive (2023). 2 leading US\xa0Presidential Candidates support Bitcoin  R F Kennedy Jr: ""the envir. argument against Bitcoin is a pretext to suppress what threatens elite power structures""': 'https://twitter.com/BTC_Archive/status/1655875589247586305', 'Nayib Bukele (2023). ""La valeur intrinsèque du Bitcoin est maintenant en pleine exposition sur le monde entier"".  ""Le Président vient d\'affirmer avoir réglé l\'intégralité de leur dette de $800 millions plus les intérêts !"".': 'https://twitter.com/BastienWeb3/status/1619727125535232002?s=20&t=Zsfa1RtKCGoWpo_4IWVOUw', 'Tuur Demeester (2023). Presidential candidate Milei is something else: pro-bitcoin, staunch libertarian, +20y economics prof.': 'https://twitter.com/TuurDemeester/status/1655023423607697408', ""Radar (2023). Politicians are thieves. The only way to end the monetary scam is to close the Central Bank, says Argentina's presidential candidate Javier Milei"": 'https://twitter.com/RadarHits/status/1651505927239991296', ""Bloomberg (2023). China is quietly supporting Hong Kong's push to become a Bitcoin and crypto hub. Bitcoin Magazine."": 'https://twitter.com/BitcoinMagazine/status/1628001231896563713?s=20', ""Russia's Energy Minister (2023). Russia's Energy Minister says he supports the legalization of Bitcoin mining in the country Bitcoin Magazine."": 'https://twitter.com/BitcoinMagazine/status/1618658931592818688?s=20&t=BjGlnwkEWMBwqp03QLQkTw', 'Pierre Poilievre (2022). Leader of the Conservative Party of Canada explains the significance of sound, integrous money.': 'https://twitter.com/Excellion/status/1568751765537042433?s=20&t=30m3zlsH1OpH57oF1lk05w', 'Governor of Texas (2022). Bitcoin is good for the power grid. It is the cutting edge of innovation in the world': 'https://twitter.com/DocumentingBTC/status/1596609766402523138?s=20&t=hg0k5AzOqZGaE38rPVnTRg', 'BTCCasey(2023). New Hampshire commission recommends statewide Bitcoin energy plan. Bitcoin Magazine': 'https://bitcoinmagazine.com/legal/new-hampshire-commission-recommends-bitcoin-mining', ""Jim Messina (2023). President Obama's deputy Chief of Staff calls Bitcoin “one of the most exciting developments of our lifetime”"": 'https://twitter.com/DocumentingBTC/status/1622748385534005248?s=20&t=VZlQhBCgeHnLZsiDM1eg2A', 'Documenting Bitcoin (2023). Mississippi Senate passes historic bill protecting Bitcoin mining   \xa0Montana Senate passes historic bill protecting Bitcoin mining  \xa0Texas Legislature passes HB 591!: formerly flared or vented gas can be sold to on-site mobile data centers\xa0  The Right to Mine Bitcoin is now law in the State of Arkansas': 'https://twitter.com/DocumentingBTC/status/1623674546980106241?s=20&t=fx2THPBO4zdxOZVBiP5EVg', 'Michael Grullon (2023). Texas Introduces Bill to Ban CBDC': 'https://watcher.guru/news/texas-introduces-bill-to-ban-central-bank-digital-currency-cdbc', ""Goku (2023). Les législateurs du Texas proposent d'ajouter un amendement constitutionnel sur les crypto à la Déclaration des droits de l'État"": 'https://twitter.com/Crypto__Goku/status/1656904266689261568', 'European Commission (2023). Banks have expressed interest in providing #Bitcoin and crypto related services to clients. Bitcoin Magazine': 'https://twitter.com/BitcoinMagazine/status/1627666493252022272?s=20', 'Satoshi Action (2023). Missouri passes the ‘Right to Mine’ bitcoin in a unanimous 12-0 vote in favor.': 'https://twitter.com/SatoshiActFund/status/1633138344938049536?s=20'}"
330	Politique	Recueillant des soutiens au plus niveau  Bitcoin s'enracine...	Niveau 2	"{'Robert F Kennedy Jr\xa0 (2022). Keynote - Bitcoin 2023. Bitcoin Magazine': 'https://www.youtube.com/watch?v=fz7FPl065II', 'Yorick de Mombynes (2020). Etats - Bitcoin : le choc des titans': 'https://yorickdem.medium.com/etats-bitcoin-le-choc-des-titans-c837a661dd15', 'A. Stachtchenko (2022). Le Salvador - Quel avenir pour Bitcoin ? Liber-Thé': 'https://www.youtube.com/watch?v=qDRqbG-VLDM&t=2162s', 'M. Saylor (2021). Are Gov. printing money to adopt Bitcoin? S. Ammous': 'https://www.youtube.com/watch?v=yTMdEGwuyus', 'GAC (2021). Le Salvador court-circuite le système financier avec Bitcoin !': 'https://www.youtube.com/watch?v=_NxpiM_uwQQ', 'GAC(2021). ""Arrêtez de gober le sirop que vous sert l’élite""! - Nayib Bukele.': 'https://www.youtube.com/watch?v=LTw2CH9tKs0', 'S. Gouspillou (2021). Évolution du minage en Chine et dans le monde. GAC.': 'https://www.youtube.com/watch?v=tt_QFJLmlLU', 'S. Gouspillou (2020). Retour à chaud d’un périple au Salvador. GAC.': 'https://www.youtube.com/watch?v=D1LhLwA1EhE&t=8s', 'Marty Bent (2023). More discrimination against bitcoin miners. TFTC': 'https://tftc.io/martys-bent/issue-1308-more-discrimination-against-bitcoin-miners/', 'Ray Dalio (2023). “There will be a competition of moneys, and Bitcoin is a part of that competition. I look at it as an alternative gold.” Bitcoin Magazine': 'https://twitter.com/BitcoinMagazine/status/1619853028328361984?s=20&t=Zsfa1RtKCGoWpo_4IWVOUw', ""Paul Tudor Jones (2020). It's like investing early in a tech company. CNBC"": 'https://www.youtube.com/watch?v=D1LhLwA1EhE&t=8s', 'Paul Tudor Jones (2020). Bitcoin is Maths and Maths never Fails': 'https://www.youtube.com/shorts/_Nc_P-xTEic', 'S. Druckenmiller (2022). talks about Bitcoin. Zurich Crypto Journal': 'https://www.youtube.com/watch?v=EuyaqKZgezM'}"
331	Politique	Recueillant des soutiens au plus niveau  Bitcoin s'enracine...	Niveau 3	{'Texas Workgroup on Blockchain Matters (2022). A report to the members of the Texas Legislature.': 'https://www.smu.edu/Law/News-Events/2022/November/Texas-Workgroup-on-Blockchain-Matters'}
332	Politique	Bitcoin : sécurité  violence, et guerre	Niveau 1	"{""La-Philo (20--). La guerre est la continuation de la politique par d'autres moyens (Clausewitz)"": 'https://la-philosophie.com/guerre-continuation-politique-clausewitz', 'Robert Breedlove (2023). In the 20th century, 169M people were murdered by fiat-funded states...': 'https://twitter.com/Breedlove22/status/1616467443999772672?s=20&t=BJw5hH_2ntGQLTio04Tt1w', 'Robert Breedlove (2023). in the long run Bitcoin makes war financing much more difficult...': 'https://twitter.com/Breedlove22/status/1623690571037523968?s=20&t=9uZbtaUbVYqClCE51o6htQ', 'Richard (2022). Rise & Fall of the Petrodollar': 'https://www.youtube.com/watch?v=_9WndByCoG0&list=PLj9lDruPFtBljCFcLcoD3bd5pGUGmHZWV&index=4', 'Michael Saylor (2021). Gold Leads to War. Bitcoin Leads to Peaceful Resolution. Colin Talks Crypto': 'https://www.youtube.com/watch?v=tOpuHInq_8k', 'Michael Saylor (2023). We developed land, naval, air, and nuclear power...future conflicts will shift to cyber power. Bitcoin is the worlds greatest cyber defense mechanism': 'https://twitter.com/Breedlove22/status/1623690571037523968?s=20&t=9uZbtaUbVYqClCE51o6htQ', 'Alex Gladstein (2022). The average taxpayer spends $1,087 per year on weapons contractors compared to $270 for K-12 education': 'https://twitter.com/gladstein/status/1658183321690718208', 'Jason Lowery (2022). Bitcoin PoW achieves a security too physically cost prohibitive to attack': 'https://twitter.com/JasonPLowery/status/1571506534034587649?s=20&t=am3Obz6oCmjRlqmvnXx7rQ', 'Coinbeast (2023). China still 2nd largest miner ...the beginning of the Bitcoin hash wars?': 'https://twitter.com/coinbeastmedia/status/1657793762335047682', 'Sarah Tran (2021). Sovereign funds start to invest in Bitcoin, but some governments could outlaw crypto': 'https://www.fxstreet.com/cryptocurrencies/news/sovereign-funds-start-to-invest-in-bitcoin-but-some-governments-could-outlaw-crypto-202103260633', 'France Info (2022). Guerre en Ukraine : ""C’est la première fois dans l’histoire du bitcoin qu’il est utilisé dans le cadre d’un conflit""': 'https://www.francetvinfo.fr/monde/europe/manifestations-en-ukraine/guerre-en-ukraine-cest-la-premiere-fois-dans-lhistoire-du-bitcoin-quil-est-utilise-dans-le-cadre-dun-conflit-indique-un-specialiste-des-cryptomonnaies_4989410.html', 'Giacomo Zucco (2022). They can close your bank account, but they can never stop you from using Bitcoin': 'https://twitter.com/TheBitcoinConf/status/1624087932272513028?s=20&t=VtsLI2JiUMeW-UrUmLn9Fg'}"
333	Politique	Bitcoin : sécurité  violence, et guerre	Niveau 2	"{'Yorick de Mombynes (2022). Dépolitiser la monnaie': 'https://www.youtube.com/watch?v=DX8JorPfXn4', 'Dale Davidson et Rees-Mogg (1997) The Sovereign Individual': 'https://btctouchpoint.com/fr/cycles-politiques-institutionnels-et-culturels/#sov1', 'M. Hornick et T. Strolight (2021). Bitcoin est une richesse générationnelle': 'https://www.youtube.com/watch?v=3Rnqst5qCgA', ""Michael Saylor (2022). It's a war on currencies. Saifedean Ammous podcast"": 'https://www.youtube.com/watch?v=WwY7qNXEv74', 'M. Pines (2022). The Actual Impact of Bitcoin On War. Bitcoin Policy Institute': 'https://www.btcpolicy.org/articles/the-actual-impact-of-bitcoin-on-war', 'Jason Lowery (2022). PoW vs PoS - real power and imaginary power\xa0 \xa0 \xa0Bitcoin-based cyber security protocols \xa0 Most powerful, energy efficient, non-destructive weapon of war ever invented \xa0 Urgent US national strategic priority': 'https://twitter.com/JasonPLowery/status/1593597983978766336?s=20&t=tOMQB6uTjT6lyxvCeYvPyA', 'Pines & Zell (2022). A Strategic Asset for Nal. Security. Bitcoin Policy Institute': 'https://uploads-ssl.webflow.com/627aa615676bdd1d47ec97d4/636547bc06461825ef584365_BPI%20Comment%20to%20Treasury%20.pdf', 'J. Favier (2022). Grâce de Dieu, violence ou algorithme. La Voie du Bitcoin': 'http://blog.lavoiedubitcoin.info/post/jubil%C3%A9', 'M. Saylor (2023). Saylor breaks down the computing power of Bitcoin': 'https://twitter.com/ronin21btc/status/1627322542355582977?s=20', 'Gigi (2023). Understand Peace': 'https://dergigi.com/threads/understand-peace'}"
334	Politique	Bitcoin : sécurité  violence, et guerre	Niveau 3	{'Natalie Smolenski (2023). Why U.S. should build up strategic Bitcoin reserve. Nathalie Brunell': 'https://twitter.com/natbrunell/status/1628007039266873345?s=20', 'Jason Lowery (2022). Is bitcoin violence? TFTC': 'https://www.youtube.com/watch?v=ZLj7xn47qOg', 'Jason Lowery (2022). Bitcoin and the Power Projection Game. WiM124': 'https://www.youtube.com/watch?v=wRxc7uUqAyE', 'Jason Lowery (2022). PoS vs PoW. Preston Pysh podcast': 'https://www.youtube.com/watch?v=ikPnr23h7qg'}
